crawl_date,source,url,alt_text,url_text
2.02E+13,http://www.breezejmu.org/sports/study-links-injuries-in-football-to-brain-damage/article_c488e0a2-62ba-11e3-9f05-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/1e/01e1ab90-62bc-11e3-9af8-001a4bcf6878/52a8f5b34da34.image.jpg,Returning to college football after a concussion,breezejmu
2.02E+13,http://www.breezejmu.org/sports/dukes-falter-in-first-conference-loss/article_709eecaa-9ff3-11e2-b4d6-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/24/0243f420-9fea-11e2-9adf-001a4bcf6878/51621ac4d977d.image.jpg,Lacrosse,breezejmu
2.02E+13,http://www.breezejmu.org/news/senior-in-stable-condition-after-falling-off-frat-house-on/article_e5365762-1658-11e2-9bf8-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/26/026430c0-1659-11e2-bad3-001a4bcf6878/507b4e705d50e.image.jpg,Senior now in stable condition after falling off frat house on Saturday,breezejmu
2.02E+13,http://www.breezejmu.org/multimedia/jmu-softball-vs-college-of-charleston/collection_21026e2a-187a-11e7-9315-e33391f118db.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/27/027e5090-187a-11e7-9a54-af821b559830/58e25c6485d31.image.jpg,Kierstin Roadcap,breezejmu
2.02E+13,http://www.breezejmu.org/news/college-of-business-growth-leaves-students-with-little-room/article_746287d6-2ee9-11e3-9e71-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/2c/02ca2b9c-2edf-11e3-b0f8-0019bb30f31a/5251f21f10fdc.image.jpg,COB overcrowding,breezejmu
2.02E+13,http://www.breezejmu.org/life/diverse-dukes-share-their-experiences/article_31eab89c-ebe3-11e5-aba8-53bfb9fc4be6.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/2e/02ecdec2-ebe7-11e5-9202-f3688dec9df8/56ea14c05b7e7.image.jpg,Isabella Valdes,breezejmu
2.02E+13,http://www.breezejmu.org/news/jmu-reacts-to-tension-on-campus-following-presidential-election-results/article_812f1684-b774-11e6-909c-333a9a6e1e1e.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/34/0342a886-b77d-11e6-9a6d-d35b6cfad198/583fa43f78d5b.image.png,Election Tension,breezejmu
2.02E+13,http://www.breezejmu.org/sports/jmu-football-falls-to-stony-brook/article_5e7586e2-4f2a-11e3-a841-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/3c/03c499c4-4f96-11e3-801f-001a4bcf6878/5288d6544f6ed.image.jpg,JMU football v. Stony Brook,breezejmu
2.02E+13,http://www.breezejmu.org/life/neel-amin-joins-jmu-s-history-department/article_7aa45340-9656-11e6-a239-779f1131b738.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/3f/03fca0fc-9657-11e6-94ed-5378445ece63/5808071b7338a.image.jpg,Neel Amin,breezejmu
2.02E+13,http://www.breezejmu.org/multimedia/photos/softball-vs-gmu/collection_2ce300f4-a55d-11e2-b821-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/43/0433c1a6-a559-11e2-a704-0019bb30f31a/516b38438bdb7.image.jpg,Softball v. GMU,breezejmu
2.02E+13,http://www.breezejmu.org/special_sections/graduation/then-and-now-four-years-bring-monumental-advances/article_d43fc616-ac8d-11e2-8cf4-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/46/046193fe-ac8b-11e2-9c08-0019bb30f31a/51774af8d3756.image.jpg,Bridgeforth Stadium,breezejmu
2.02E+13,http://www.breezejmu.org/life/student-reviews-menu-of-new-on-campus-dining-option-the/article_51a58b1c-d8b1-11e4-9e41-875c379ec0ad.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/4c/04c16f44-d87c-11e4-8617-6ba387fc8267/551c01a5858ff.image.jpg,Grilled pimento cheese and tomato soup,breezejmu
2.02E+13,http://www.breezejmu.org/news/senate-election-still-too-close-to-call/article_45977338-656d-11e4-ba4a-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/4c/04ce4ddc-655d-11e4-b5ab-001a4bcf6878/545add837a6b8.image.jpg,Mark Warner,breezejmu
2.02E+13,http://www.breezejmu.org/sports/analyzing-jmu-women-s-basketball-s-postseason-resume/article_a0de0592-073f-11e7-b418-47c956addafc.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/51/0512d3d0-06d2-11e7-b8eb-a7ccd96159a7/58c4bd1b9b4e0.image.jpg,Kamiah Smalls vs. Elon,breezejmu
2.02E+13,http://www.breezejmu.org/sports/caa-playoffs-preview/article_aed8f588-655e-11e4-af8c-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/54/054a1606-655d-11e4-8820-001a4bcf6878/545add844c2cc.image.jpg,Ashley Herndon,breezejmu
2.02E+13,http://www.breezejmu.org/news/professor-uses-genetically-altered-mice-to-study-malaria/article_8cac4cec-2961-11e3-b5b6-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/67/06796d86-295b-11e3-8f2d-001a4bcf6878/5248b133d4505.image.jpg,Malaria mice,breezejmu
2.02E+13,http://www.breezejmu.org/life/rocky-horror-picture-show-comes-to-harrisonburg/article_45993812-5fc3-11e4-8c81-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/6e/06e0d2a8-5fbc-11e4-b6c1-001a4bcf6878/54516bee2fbcf.image.jpg,Rocky Horror Picture Show,breezejmu
2.02E+13,http://www.breezejmu.org/life/fridays-on-the-square/article_75470312-2f3a-11e6-b1c2-6bf3c33f2394.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/6f/06fdedf2-2f3b-11e6-af32-2fcfc85999e3/575b22cd413ad.image.jpg,Guitar,breezejmu
2.02E+13,http://www.breezejmu.org/news/dukes-take-action-for-standing-rock/article_6be7ad7c-b774-11e6-b62d-133a1940c16a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/73/073e47ec-b77d-11e6-826c-2fb34d06ef76/583fa4462b548.image.jpg,Standing rock,breezejmu
2.02E+13,http://www.breezejmu.org/sports/softball/dukes-clinch-spot-in-caa-tournament/article_478da746-a56d-11e2-a0de-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/76/0762e2ee-a559-11e2-9102-0019bb30f31a/516b3848df4cc.image.jpg,Softball v. GMU,breezejmu
2.02E+13,http://www.breezejmu.org/news/divest-jmu-protests-investment-choices/article_41b0ce3a-7058-11e5-980a-57be7562da8e.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/76/07667830-7033-11e5-affa-7b8715e243ca/561a8ab17d1bc.image.jpg,Alan Marchese,breezejmu
2.02E+13,http://www.breezejmu.org/multimedia/photos/featured/breeze-wins-photojournalism-honors/collection_f899f048-558e-11e0-b8cf-00127992bc8b.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/78/078bbcfa-558d-11e0-b71c-00127992bc8b/4d8a59777acc3.image.jpg,"SPJ Award, General News.",breezejmu
2.02E+13,http://www.breezejmu.org/life/bella-gelato-adds-new-flavors-to-downtown/article_f108cbcc-5cde-11e5-98b1-1b6dc7811fd6.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/79/079d1694-5c8b-11e5-b55a-43bbc0372d98/55f9906642016.image.jpg,Bella Gelato espresso,breezejmu
2.02E+13,http://www.breezejmu.org/news/college-republicans-advocating-a-change/article_bbfb9a98-e184-11e4-b814-b7d05048a250.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/80/0801d00c-e12f-11e4-b191-7f8077d0879b/552a99f43869d.image.jpg,Wes Fisher & Cole Trower - Republican Banquet,breezejmu
2.02E+13,http://www.breezejmu.org/sports/jmu-keeps-albany-out-of-endzone-for-family-weekend-win/article_b292d1c0-2ee2-11e3-9e1c-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/88/088f8b30-2edf-11e3-a281-0019bb30f31a/5251f228b7796.image.jpg,Football v. UAlbany,breezejmu
2.02E+13,http://www.breezejmu.org/sports/soccer/men-s-soccer-bows-to-defending-caa-champions/article_146092c6-2ee2-11e3-8798-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/95/0956a788-2edf-11e3-94b7-0019bb30f31a/5251f22a0dc45.image.jpg,Men's soccer v. Northeastern,breezejmu
2.02E+13,http://www.breezejmu.org/sports/georgia-state-defeats-jmu-in-weekend-series/article_12bd092a-63d0-11e0-b12b-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/99/099e64f6-63d0-11e0-a32b-001a4bcf6878/4da246d79b25d.image.jpg,Georgia State defeats JMU in weekend series,breezejmu
2.02E+13,http://www.breezejmu.org/site/about/,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/9e/09e3e008-02e2-11e4-b55a-001a4bcf6878/53b5a49c1243b.image.jpg,First issue of The Breeze,breezejmu
2.02E+13,http://www.breezejmu.org/life/our-community-place-s-walk-the-walk-k-creates-bonds/article_e16117fa-3f54-11e3-b069-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/9e/09edc1f8-3f52-11e3-b2c4-0019bb30f31a/526d8b0dbfdb5.image.jpg,Our Community Place Walk the Walk 10k,breezejmu
2.02E+13,http://www.breezejmu.org/offthebeat/how-to-stay-healthy-at-dining-halls/article_250100e6-6d44-11e5-877f-cf8c9d045e13.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/a7/0a76f392-6d6d-11e5-b9fc-6f8e94894d34/5615e387e2847.image.jpg,E-Hall,breezejmu
2.02E+13,http://www.breezejmu.org/news/students-bring-title-ix-amendments-to-administration/article_effc78cc-01c1-11e6-937d-63cf958acf1b.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/a8/0a8c9e1c-01fc-11e6-9738-7b24a932081b/570f21114fe53.image.jpg,Title IX,breezejmu
2.02E+13,http://www.breezejmu.org/sports/sport-psychologist-provides-assistance-to-student-athletes/article_7d906462-b7bf-11e4-9fc6-c382f0ad4fcd.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/b2/0b2560b2-b7ba-11e4-9550-9be1676d7861/54e50c50a89c6.image.jpg,Dr. Bob Harmison Jr.,breezejmu
2.02E+13,http://www.breezejmu.org/life/a-conversation-with-musicians-b-la-fleck-and-chick-corea/article_b3533960-ff46-11e5-ba29-8fd2395a578b.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/c1/0c19e53c-ff7c-11e5-9056-4f5735558e4b/570aef3ad7c78.image.jpg,Chick Corea and Bela Fleck,breezejmu
2.02E+13,http://www.breezejmu.org/life/how-to-make-bubble-tea-at-home/article_d1467eb0-ca98-11e5-8fe0-ef61f328aefc.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/c2/0c2e01b2-caba-11e5-aa05-1fed5ec19d02/56b26c1c01a4e.image.jpg,Bubble tea,breezejmu
2.02E+13,http://www.breezejmu.org/sports/dukes-can-t-overcome-early-deficit-fall-to-william-mary/article_2ff8f378-e323-11e5-8c18-3fe1ecf189e5.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/c5/0c509484-e324-11e5-86ea-43c8b639ed78/56db61f75f31f.image.jpg,Joey McLean,breezejmu
2.02E+13,http://www.breezejmu.org/news/shenandoah-valley-group-raises-support-for-bernie-sanders/article_8fb9bbd6-cad1-11e5-8f40-6b0d8ebf626c.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/cb/0cb9edde-caf2-11e5-9017-6b32e269b85d/56b2c9e0e39b9.image.jpg,Shenandoah Valley for Bernie,breezejmu
2.02E+13,http://www.breezejmu.org/news/university-park-s-ropes-course-builds-on-group-bonding/article_bdf62aea-3f62-11e3-ac8d-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/d3/0d3ea390-3f52-11e3-bc0c-0019bb30f31a/526d8b1352f1f.image.jpg,UPark ropes course,breezejmu
2.02E+13,http://www.breezejmu.org/life/club-aims-to-encourage-natural-beauty-and-self-love-of/article_eedf8820-dcca-11e4-9bf5-7f10a2dd808e.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/de/0de56166-d87c-11e4-b7ee-6fc945eca9de/551c01b4daf9a.image.jpg,Bare Naked Ladies Club,breezejmu
2.02E+13,http://www.breezejmu.org/sports/dukes-face-familiar-opponent/article_a34cbc16-6bb3-11e0-99eb-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/e8/0e8fc36a-6bb4-11e0-971c-001a4bcf6878/4daf83e5b0a80.image.jpg,Men's Tennis,breezejmu
2.02E+13,http://www.breezejmu.org/life/the-intern-inside-scoop/article_fb79d0bc-6a32-11e6-babe-f3505c6be95b.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/f1/0f18e6b6-69fd-11e6-b281-077302c5d4ef/57bd9e543d4f9.image.jpg,Anne Custer spent her summer working on a vegan farm off the coast of Seattle,breezejmu
2.02E+13,http://www.breezejmu.org/sports/five-keys-to-jmu-women-s-basketball-s-caa-tournament/article_a3d6b44a-066a-11e7-9b0b-ffda4612becf.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/f1/0f1fcf0c-060c-11e7-affd-0b5d4867eb8e/58c370fc25e32.image.jpg,Precious Hall vs. Drexel,breezejmu
2.02E+13,http://www.breezejmu.org/life/physics-professor-uses-origami-to-illustrate-concepts/article_73fa26da-e8ce-11e6-b1dc-2393c8d8f604.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/f9/0f900374-e8a4-11e6-92d2-2f0c51d359e4/58921b197933e.image.jpg,Origami professor,breezejmu
2.02E+13,http://www.breezejmu.org/sports/dukes-softball-to-face-hofstra/article_590ae93a-d873-11e4-bcec-6bb25b24a1e0.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/0/ff/0ff0c714-d888-11e4-85db-0365709d757c/551c15da44b98.image.jpg,Jailyn Ford - Softball,breezejmu
2.02E+13,http://www.breezejmu.org/sports/serving-it-up-internationally/article_b96fc76c-e536-11df-b5db-0017a4a78c22.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/06/106bd8c6-e537-11df-9d33-0017a4a78c22/4ccde19b3d2fc.image.jpg,"Serving it up, internationally",breezejmu
2.02E+13,http://www.breezejmu.org/sports/softball-team-prepares-for-tournament-in-alabama/article_f078b6c6-b780-11e4-bd3a-47f9a102c426.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/0d/10dc7482-b7ba-11e4-b5c7-3ff065cce675/54e50c5a434a4.image.jpg,Softball,breezejmu
2.02E+13,http://www.breezejmu.org/life/spaghettifest-is-fresh-as-ever-adding-yoga-to-special-performances/article_ed00b69c-02ba-11e2-84da-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/10/1106db8e-02bb-11e2-83b9-0019bb30f31a/505a662881dac.image.jpg,Spaghettifest,breezejmu
2.02E+13,http://www.breezejmu.org/sports/men-s-basketball-looks-to-start-strong-and-rebound-from/article_7b48b964-88e0-11e5-a9f3-c7be20cddc60.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/11/111726a4-88cf-11e5-97a4-0bfce8b0652b/5643d4671fb58.image.jpg,Shakir Brown,breezejmu
2.02E+13,http://www.breezejmu.org/news/historic-entrance-to-carrier-library-reopened/article_21365418-8588-11e6-b30e-93335651b2c6.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/16/116a8e44-85a3-11e6-acdf-cb909469250e/57ec0141f1982.image.jpg,Carrier reopening,breezejmu
2.02E+13,http://www.breezejmu.org/multimedia/club-lacrosse-defeats-blue-devils-in-playoff-game/collection_ee08df52-ce7d-11e3-8967-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/17/117145a0-ce70-11e3-b0d8-001a4bcf6878/535da777896df.image.jpg,Club lacrosse,breezejmu
2.02E+13,http://www.breezejmu.org/news/cisr-program-hosts-post-conflict-recovery-week/article_89b4f6b2-d877-11e4-9695-cbcc75936423.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/1c/11c4d9c8-d8d7-11e4-98a7-cf976b48b956/551c9a678abad.image.jpg,CISR post conflict recovery week schedule,breezejmu
2.02E+13,http://www.breezejmu.org/life/new-goosebumps-movie-fails-to-live-up-to-its-legacy/article_3917273e-7d8b-11e5-b3bb-d737bfce1f6b.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/20/120cf636-7db4-11e5-9b05-f713fa5ec8b2/563132a57e002.image.jpg,Goosebumps,breezejmu
2.02E+13,http://www.breezejmu.org/news/students-in-peer-learning-program-pitch-their-spring-courses-at/article_6ad1c3f6-3cde-11e2-b3ae-0019bb30f31a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/28/12828742-3ce0-11e2-886f-0019bb30f31a/50bbf2041117d.image.jpg,"Students in peer-learning program pitch their spring courses at “Duke Talks""",breezejmu
2.02E+13,http://www.breezejmu.org/news/jmu-students-voice-experiences-with-hpd/article_d3cc5bb2-2ade-11e7-a516-e3208740fa2a.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/2f/12f3134a-2a89-11e7-8b55-8fe4cc6aee71/5900a89b79333.image.jpg,Harrisonburg police department,breezejmu
2.02E+13,http://www.breezejmu.org/life/local-shop-restores--year-old-steinway-piano/article_85bc1520-a4a3-11e4-9d69-6fa07c7dda27.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/40/1405dbe8-a505-11e4-9fc0-0fef3544221c/54c5a9c3b7b3c.image.jpg,Steinway,breezejmu
2.02E+13,http://www.breezejmu.org/sports/jmu-football-leads-sam-houston-state---at-halftime/article_0877d18c-be7b-11e6-b6eb-03bbcb7046fb.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/4c/14c72aa2-be7e-11e6-bf79-332ba1f9fb69/584b64dfac068.image.jpg,JMU football tackle vs. SHSU,breezejmu
2.02E+13,http://www.breezejmu.org/life/artist-groups-collaborate-for-macrock-fundraiser/article_a2244bf0-49dc-11e4-bfed-001a4bcf6878.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/4e/14ec6428-49de-11e4-8b54-001a4bcf6878/542cbc23132a0.image.jpg,Pop In Art Gallery,breezejmu
2.02E+13,http://www.breezejmu.org/gallery/featured/upb-presents-new-politics-and-coin/collection_74940890-5fcc-11e5-8519-df09811bfe2c.html/?page=1,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/58/15802334-5fc7-11e5-bb08-3bc30b0f2b38/55fefda4d2607.image.jpg,New Politics,breezejmu
2.02E+13,http://www.breezejmu.org/sports/five-keys-to-jmu-women-s-basketball-s-caa-tournament/article_a3d6b44a-066a-11e7-9b0b-ffda4612becf.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/5a/15aca43a-060c-11e7-a3bf-7be24ebc5737/58c3710725774.image.jpg,Precious Hall vs. Drexel,breezejmu
2.02E+13,http://www.breezejmu.org/life/the-intern-inside-scoop/article_fb79d0bc-6a32-11e6-babe-f3505c6be95b.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/67/1672ec68-69fd-11e6-a457-6b51bba64b66/57bd9e6090a10.image.jpg,Stephen Colbert found a new helper this summer: Sarah Gilbert,breezejmu
2.02E+13,http://www.breezejmu.org/life/feeling-the-bern-local-bands-come-together-for-pre-primary/article_baec81c2-db1f-11e5-8bb8-9f1e1c65aee2.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/6f/16fd79c6-db70-11e5-840d-035d973227c6/56ce75494ff4b.image.jpg,Humanzee,breezejmu
2.02E+13,http://www.breezejmu.org/sports/jmu-mutually-parts-ways-with-matt-brady/article_d60f417c-e9e5-11e5-9c75-e35a0bbf28b5.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/71/1714c4b6-e9e7-11e5-b74f-03898bec7f2f/56e6ba937054c.image.png,Matt Brady,breezejmu
2.02E+13,http://www.breezejmu.org/sports/capital-meltdown/article_a81e985e-ead0-11df-9b49-00127992bc8b.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/73/1730b448-ead1-11df-b5e7-00127992bc8b/4cd74780799d3.image.jpg,Capital Meltdown,breezejmu
2.02E+13,http://www.breezejmu.org/news/urec-expansion-garners-record-student-attendance/article_b4ca3252-ba73-11e5-9b27-6f77a208e8b3.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/73/17333f26-ba18-11e5-8e3c-8758c86b927e/5696844196c2c.image.jpg,Exterior of UREC,breezejmu
2.02E+13,http://www.breezejmu.org/life/winner-of-student-band-competition-to-perform-at-madipalooza/article_9ec1ffd6-d0e9-11e4-b983-c3d173e6d8f9.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/79/17993c4c-d0b0-11e4-9093-0b383a68ba4a/550eed09aaff7.image.jpg,Rumble Down Under,breezejmu
2.02E+13,http://www.breezejmu.org/sports/a-look-at-how-students-lead-ventures-into-the-wilderness/article_0d7fa240-bfad-11e5-8db3-db8dd918d529.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/7c/17c95f4c-bfd6-11e5-b46d-f3a1c9283f4c/56a02682bc13f.image.jpg,Adventure,breezejmu
2.02E+13,http://www.breezejmu.org/sports/photos-espn-college-gameday-comes-to-jmu/article_1fc9005a-7911-11e5-8ea7-6b4b8eb7aa12.html,http://bloximages.newyork1.vip.townnews.com/breezejmu.org/content/tncms/assets/v3/editorial/1/7c/17c97f9e-7919-11e5-9459-cbbdfcd9ddc8/562978a681903.image.jpg,GameDay,breezejmu
