crawl_date,source,url,alt_text,instructions,url_text
2.02305E+13,https://www.slavesocieties.info/,"https://static.wixstatic.com/media/b0cda2_9e4a158d146c4992b318d56d5f0c9600~mv2.jpeg/v1/fill/w_266,h_214,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/Old%2C%20antique%20map%20of%20South%20America%20(Northwest)%20-%20Colombia%2C%20by%20Willem%20Blaeu_%20%20Title-%20Terra%20F.jpeg","Old, antique map of South America (Northwest) - Colombia, by Willem Blaeu.  Title- Terra F",Click image for more details,media
2.02305E+13,https://www.slavesocieties.info/,"https://static.wixstatic.com/media/b0cda2_f76dbce977b24a3ab2cb5169499d27a0~mv2.jpg/v1/fill/w_311,h_225,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/iiif-service_gmd_gmd4_g4920_g4920_ar177900-full-pct_12_edited.jpg",iiif-service_gmd_gmd4_g4920_g4920_ar177900-full-pct_12_edited.jpg,Click image for more details,media
2.02305E+13,https://www.slavesocieties.info/,"https://static.wixstatic.com/media/b0cda2_8edb8d58713847aa9e588f2540834cf8~mv2.jpg/v1/fill/w_317,h_218,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/f9323_edited.jpg",f9323_edited.jpg,Click image for more details,media
2.02305E+13,https://www.slavesocieties.info/,"https://static.wixstatic.com/media/b0cda2_ba97f1ae8a5a4e98963460c03eb6c79c~mv2.jpg/v1/fill/w_980,h_420,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/brazil_header.jpg",brazil_header.jpg,Click image for more details,media
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/logo.png,,Click image for more details,sites
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/ss4_angel.jpg,,Click image for more details,sites
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/csi-dixie-logo.png,csi-dixie-logo.png,Click image for more details,sites
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/csid_image_suicide2_0.jpg,,Click image for more details,sites
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/csi-dixie-logo_0.png,csi-dixie-logo.png,Click image for more details,sites
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/csid_image_investigators_2.jpg,,Click image for more details,sites
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/csi-dixie-logo_1.png,csi-dixie-logo.png,Click image for more details,sites
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/library/ehistory.png,,Click image for more details,sites
2.02305E+13,https://csidixie.org/,https://csidixie.org/sites/default/files/library/images/digi.png,"DigiLab, Willson Center for Humanities and Arts, University of Georgia",Click image for more details,sites
2.02305E+13,https://www.fairfaxcounty.gov/circuit/historic-records-center/fairfax-county-slavery-index,https://www.fairfaxcounty.gov/themes/bootstrap-8.x-3.0-rc2/bootstrap/css/images/ffxlogo_print.jpg,"Fairfax County, Virginia",Click image for more details,themes
2.02305E+13,https://www.fairfaxcounty.gov/circuit/historic-records-center/fairfax-county-slavery-index,https://www.fairfaxcounty.gov/themes/bootstrap-8.x-3.0-rc2/bootstrap/css/images/fairfaxlogo.png,Fairfax County Virginia,Click image for more details,themes
2.02305E+13,https://www.fairfaxcounty.gov/circuit/historic-records-center/fairfax-county-slavery-index,https://www.fairfaxcounty.gov/theme-images/seal_small.png,"Fairfax County, Virginia",Click image for more details,theme
2.02305E+13,https://www.fairfaxcounty.gov/circuit/historic-records-center/fairfax-county-slavery-index,https://www.fairfaxcounty.gov/themes/bootstrap-8.x-3.0-rc2/bootstrap/css/images/seal.png,seal,Click image for more details,themes
2.02305E+13,https://lsc.berkeley.edu/,https://lsc.berkeley.edu/sites/default/files/images/1795_repimg.jpg,,Click image for more details,sites
2.02305E+13,https://lsc.berkeley.edu/,https://lsc.berkeley.edu/sites/default/files/images/1791_repimg.jpg,,Click image for more details,sites
2.02305E+13,https://zenodo.org/record/5304501,https://zenodo.org/static/img/openaire-horizontal-old.png,,Click image for more details,static
2.02305E+13,https://zenodo.org/record/5304501,https://zenodo.org/static/img/openaire.png,,Click image for more details,static
2.02305E+13,https://zenodo.org/record/5304501,https://zenodo.org/static/img/eu.png,,Click image for more details,static
2.02305E+13,https://zenodo.org/record/5304501,https://i.creativecommons.org/l/by/4.0/88x31.png,Creative Commons Licence,Click image for more details,
2.02305E+13,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=0,http://memoria.bn.br/DocReader/Skin/BN/InfoBib.png,Library properties,Click image for more details,DocReader
2.02305E+13,http://memoria.bn.br/DocReader/DocReader.aspx?bib=364568_03&PagFis=0,http://memoria.bn.br/DocReader/Skin/BN/Loading.gif,,Click image for more details,DocReader
2.02305E+13,https://www.slavevoyages.org/,https://www.slavevoyages.org/static/images/site/sv-logo.png,Slave Voyages,Click image for more details,static
2.02305E+13,https://www.slavevoyages.org/,https://www.slavevoyages.org/documents/blog/images/washu_blog_image.png,Washington University Joins Slave Voyages,Click image for more details,documents
2.02305E+13,https://www.slavevoyages.org/,https://www.slavevoyages.org/documents/blog/images/sv-logo_orange_centered.png,SlaveVoyages Introduction,Click image for more details,documents
2.02305E+13,https://www.slavevoyages.org/,https://www.slavevoyages.org/documents/blog/images/uwi_crest_centered.png,The University of the West Indies Joins SlaveVoyages Consortium,Click image for more details,documents
2.02305E+13,https://www.slavevoyages.org/,https://www.slavevoyages.org/documents/blog/images/rice_shield_blue_centered_514_300.jpg,Rice University Selected as Host Institution,Click image for more details,documents
2.02305E+13,https://www.slavevoyages.org/,https://www.slavevoyages.org/static/images/site/404.png,Over 600 Voyages Updated,Click image for more details,static
2.02305E+13,https://www.slavevoyages.org/,https://www.slavevoyages.org/documents/blog/images/logo_collection.png,New Consortium Will Ensure Future of SlaveVoyages Database,Click image for more details,documents
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue1-advertising-gender-rio/,https://jsdp.enslaved.org/assets/downloaded/40-59-16/Peddlers-or-Hawkers-Rio-de-Janeiro-Brazil-1819-1820-thumbnail.png,"""Peddlers or Hawkers, Rio de Janeiro, Brazil, 1819-1820"", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, accessed April 22, 2021, http://www.slaveryimages.org/s/slaveryimages/item/727",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue1-advertising-gender-rio/,https://jsdp.enslaved.org/assets/images/Footer-ucr.png,"University of California, Riverside Logo",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue1-african-burials-rio/,https://jsdp.enslaved.org/assets/downloaded/40-59-15/Urban-Funeral-Rio-de-Janeiro-Brazil-thumbnail.png,"""Urban Funeral, Rio de Janeiro, Brazil, 1819-1820"", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, accessed April 8, 2021, http://slaveryimages.org/s/slaveryimages/item/1835",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue2-african-american-national-biography/,https://jsdp.enslaved.org/assets/downloaded/40-59-10/SlavesOfRebelGenlThomasFDrayton-HiltonHead-SC.png,"“Slaves of the rebel Genl. Thomas F. Drayton, Hilton Head, S.C. South Carolina Hilton Head Island, 1862. “ by Moore, H. P., photographer. (1862). [May] [Photograph] Retrieved from the Library of Congress, https://www.loc.gov/item/2006683283/.",Click image for more details,assets
2.02305E+13,https://reshare.ukdataservice.ac.uk/852209/,https://reshare.ukdataservice.ac.uk/reshare_template/images/ukdataservice/mobile-symbol.png,UK Data Service,Click image for more details,reshare_template
2.02305E+13,https://reshare.ukdataservice.ac.uk/852209/,https://reshare.ukdataservice.ac.uk/style/images/action_view.png,Edit Item,Click image for more details,style
2.02305E+13,https://www.icpsr.umich.edu/web/RCMD/studies/7423/versions/V2,https://www.icpsr.umich.edu/pages/RCMD/images/rcmd-logo.png,RCMD: Resource Center for Minority Data,Click image for more details,pages
2.02305E+13,https://www.icpsr.umich.edu/web/RCMD/studies/7423/versions/V2,https://www.icpsr.umich.edu/pages/RCMD/images/rcmd-home1.jpg,,Click image for more details,pages
2.02305E+13,https://www.icpsr.umich.edu/web/RCMD/studies/7423/versions/V2,https://www.icpsr.umich.edu/pages/RCMD/images/icpsr_logo.png,ICPSR,Click image for more details,pages
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue2-black-lives-british-justice/,https://jsdp.enslaved.org/assets/downloaded/40-59-24/BLBJ-card-images-500x350.png,"Giovanni Antonio Canal, “The River Thames with St. Paul",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue2-black-virginians-in-blue/,https://jsdp.enslaved.org/assets/downloaded/40-59-21/BVB-card-image-500x343.png,"Willis Calhoun, 1864, tintype, Pension Record for Willis Calhoun, RG 15, National Archives and Records Administration, Washington, D.C.",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue2-csi-dixie/,https://jsdp.enslaved.org/assets/downloaded/40-59-12/Plantation-Funeral-US-South-ca.1860.png,"""Plantation Funeral, U.S. South, ca. 1860"", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, http://slaveryimages.org/s/slaveryimages/item/1850",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue2-contested-freedom/,https://jsdp.enslaved.org/assets/downloaded/40-59-9/BarberShopRichmondVirginia1853.png,"""Barber Shop, Richmond, Virginia, 1853"", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, http://www.slaveryimages.org/s/slaveryimages/item/2724",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue1-fab-disappearances/,https://jsdp.enslaved.org/assets/downloaded/40-59-14/FAB-DIS-card-image-thumbnail.png,"Harro-Harring, Paul. “Brazilian imagining he met his runaway slave.” 1840, painting, 39 x 20.0 cm. Brasiliana Iconográfica,  https://www.brasilianaiconografica.art.br/obras/19345/bresilien-simaginant-avoir-rencontre-son-esclave-fugitif, accessed Apr. 22, 2021.",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue1-fab-concessionaires-1860/,https://jsdp.enslaved.org/assets/downloaded/40-59-13/FAB-1860-card-image-thumbnail.png,"[Balbino José da França Ribeiro.] ""Relação de todos os Africanos livres que athé o presente data ainda se acham sob a responsabilidade dos particulares a quem foram confiados. Extrahidos em o mez de Março de 1860."" The National Archives of the UK (TNA): FO 128/48 ff. 289-37. Photograph take by Daryle Williams, Nov. 19, 2009.",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue1-free-blacks-database/,https://jsdp.enslaved.org/assets/downloaded/40-59-5/cropped_FreeWomanOfColorNewOrleans1844.jpg,"Free Woman of Color, New Orleans, 1844
""Free Woman of Color, New Orleans, 1844"", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, accessed June 24, 2020, http://www.slaveryimages.org/s/slaveryimages/item/1499",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue2-fugitives-from-slavery-in-jamaica/,https://jsdp.enslaved.org/assets/downloaded/40-59-23/FSJ-W_FSJ-R-card-image-500x370.png,"""Plantation Yard and Slave Village, Jamaica, 1758,"" Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, accessed August 12, 2021, http://slaveryimages.org/s/slaveryimages/item/1434.",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue2-legacies-of-british-slave-ownership/,https://jsdp.enslaved.org/assets/downloaded/40-59-11/SprinGardenEstate_StGeorgesJamaica.png,"""Spring Garden Estate, St. Georges"", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, http://slaveryimages.org/s/slaveryimages/item/1394",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume3-issue2-slave-conspiracies-pointe-coupee-geospatial/,https://jsdp.enslaved.org/assets/downloaded/40-59-37/SCPCL_G-image-card-500x350.jpeg,"Composite map created by Louisiana Slave Conspiracies team, https://lsc.berkeley.edu/sites/default/files/images/1795_repimg.jpg.",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume3-issue2-slave-conspiracies-pointe-coupee-demographic/,https://jsdp.enslaved.org/assets/downloaded/40-59-36/SCPCL_BD-card-image-500x321.png,"Proceedings against the Negroes of Pointe Coupee for the Crime of Revolution, 1795-05-02-01, Spanish Judicial Records, Louisiana Historical Center, New Orleans Jazz Museum, New Orleans, Louisiana.",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue1-louisiana-slave-database/,https://jsdp.enslaved.org/assets/downloaded/40-59-6/cropped_SlaveQuartersLouisiana1861-65.jpg,"Slave Quarters, Louisiana, 1861-65
""Slave Quarters, Louisiana, 1861-65 "", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, accessed June 25, 2020, http://www.slaveryimages.org/s/slaveryimages/item/1397",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue1-maranhao-inventories-slave-database/,https://jsdp.enslaved.org/assets/downloaded/40-59-4/Felupe_500pxX350px.jpg,"“Felup” in Elisée Reclus, Africa and Its Inhabitants, Vol. II (London: H. Virtue and Company, 1899, 180-1).",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue2-missouri-bills-of-sale/,https://jsdp.enslaved.org/assets/downloaded/40-59-19/MBS-card-image-500x400.png,Lynch,Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue2-new-york-burning/,https://jsdp.enslaved.org/assets/downloaded/40-59-22/NYB-card-image-500x289.png,"Daniel Horsmanden, The New-York Conspiracy, or A History of the Negro Plot…. (New York: Southwick & Pelsue, 1810), p. 387.",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue2-newspaper-brokered-slave-trade-advertisements/,https://jsdp.enslaved.org/assets/downloaded/40-59-20/NBSTA-card-image-500x320.png,"Philadelphia <em>Independent Gazetteer</em>, July 21, 1792.",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue3-trans-atlantic-slave-trade-database/,https://jsdp.enslaved.org/assets/downloaded/40-59-29/SV-card-image-500x610.jpg,"S. Croad and J. Hawksworth, Representation of the brig",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue1-slaves-post-mortem-inventories-rio/,https://jsdp.enslaved.org/assets/downloaded/40-59-17/Fazenda-do-Secretario-thumbnail.png,"Riberyrolles, Charles. “The Secretary’s Farm.” 1861. In <em>Brazil pitoresco: história, descripções, viagens, instituições, colonização, 1859-1861</em> (São Paulo: Livraria Martins, 1941).",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue2-take-them-in-families/,https://jsdp.enslaved.org/assets/downloaded/40-59-8/Tallahassee_500X350.jpg,"""Lithograph of a residential street scene in Tallahassee, Florida"" by Francis Castelnau from Vue et Souvenirs de l",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume1-issue2-they-had-names/,https://jsdp.enslaved.org/assets/downloaded/40-59-7/RiceProductionNearSavannahGeorgia1867.png,"""Rice Production on a Plantation near Savannah, Georgia, 1867"", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, accessed December 23, 2020, http://slaveryimages.org/s/slaveryimages/item/1106",Click image for more details,assets
2.02305E+13,https://jsdp.enslaved.org/fullDataArticle/volume2-issue1-year-of-slavery-rio-1840/,https://jsdp.enslaved.org/assets/downloaded/40-59-18/Man-and-Woman-Hawkers-or-Marketers-Rio-de-Janeiro-Brazil-c1770s-thumbnail.png,"""Man and Woman Hawkers or Marketers, Rio de Janeiro, Brazil, ca. 1770s"", <em>Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora</em>, accessed April 14, 2021, http://www.slaveryimages.org/s/slaveryimages/item/704",Click image for more details,assets
2.02305E+13,https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/assets/osm_logo-9391021d40a7acdafd2ac5d5622dfe0e469c61421fdb2975365c183f5edaa270.png,OpenStreetMap logo,Click image for more details,assets
2.02305E+13,https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/assets/attribution_example-d96d672d32d28857e54caf4d38dde011dfc2be9a3b361de06bd6f71fe5c3d933.png,Example of how to attribute OpenStreetMap on a webpage,Click image for more details,assets
2.02305E+13,http://www.google.com/,http://www.google.com/logos/doodles/2023/us-teacher-appreciation-week-2023-begins-6753651837109866.2-law.gif,US Teacher Appreciation Week 2023 Begins!,Click image for more details,logos
2.02305E+13,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/elements11/title/,https://www.dublincore.org/images/logos/galileo_logo.png,Powered by Project Galileo,Click image for more details,images
2.02305E+13,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/images/deed/cc-logo.jpg,cc logo,Click image for more details,images
2.02305E+13,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/images/deed/cc_icon_white_x2.png,cc logo,Click image for more details,images
2.02305E+13,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/images/deed/attribution_icon_white_x2.png,,Click image for more details,images
2.02305E+13,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/images/deed/FreeCulturalWorks_seal_x2.jpg,This license is acceptable for Free Cultural Works.,Click image for more details,images
2.02305E+13,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/images/deed/seal.png,,Click image for more details,images
2.02305E+13,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/images/deed/cc_heart_x2.png,,Click image for more details,images
2.02305E+13,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/images/deed/logo-cc-heart-white.png,,Click image for more details,images
2.02305E+13,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/wp-content/uploads/2016/06/cc.logo_.white_.png,cc.logo.white,Click image for more details,
2.02305E+13,http://vowl.visualdataweb.org/,http://i.creativecommons.org/l/by/4.0/88x31.png,Creative Commons License,Click image for more details,
2.02305E+13,https://creativecommons.org/ns,https://creativecommons.org/images/logo_trademark_250.png,Creative Commons,Click image for more details,images
2.02305E+13,http://docs.oasis-open.org/ns/icom/presence/201008,http://docs.oasis-open.org/templates/OASISLogo.jpg,OASIS logo,Click image for more details,templates
2.02305E+13,https://data.nasa.gov/ontologies/atmonto/NAS,https://data.nasa.gov/ontologies/atmonto/img/fig1_NAS.png,Structure of the NAS,Click image for more details,ontologies
2.02305E+13,https://data.nasa.gov/ontologies/atmonto/NAS,https://data.nasa.gov/ontologies/atmonto/img/fig2_flight.png,"Structure of a
                  flight",Click image for more details,ontologies
2.02305E+13,https://data.nasa.gov/ontologies/atmonto/NAS,https://data.nasa.gov/ontologies/atmonto/img/fig3_equipment.png,"Relationships among aircraft, carrier, flight, model,
              manufacturer, and related classes",Click image for more details,ontologies
2.02305E+13,https://data.nasa.gov/ontologies/atmonto/NAS,https://data.nasa.gov/ontologies/atmonto/img/fig4_trajectory.png,"Flight trajectory
              representation",Click image for more details,ontologies
2.02305E+13,https://data.nasa.gov/ontologies/atmonto/NAS,https://data.nasa.gov/ontologies/atmonto/img/fig5_flightplan.png,"Flight plan
                structure",Click image for more details,ontologies
2.02305E+13,http://www.geonames.org/ontology/documentation.html,http://www.geonames.org/img/smallant.gif,ant,Click image for more details,img
2.02305E+13,http://hl7.org/fhir/,http://hl7.org/fhir/assets/images/fhir-logo-www.png,logo fhir,Click image for more details,fhir
2.02305E+13,http://hl7.org/fhir/,http://hl7.org/fhir/assets/images/hl7-logo.png,visit the hl7 website,Click image for more details,fhir
2.02305E+13,http://hl7.org/fhir/,http://hl7.org/fhir/assets/images/search.png,Search CI-Build FHIR,Click image for more details,fhir
2.02305E+13,https://data.doremus.org/ontology/,http://www.doremus.org/wp-content/uploads/2015/06/Logotype-Doremus-VA-Couleurs.png,,Click image for more details,
2.02305E+13,https://data.doremus.org/ontology/,https://data.doremus.org/ontology/img/model.composition.png,,Click image for more details,ontology
2.02305E+13,https://data.doremus.org/ontology/,https://data.doremus.org/ontology/img/model.concert.png,,Click image for more details,ontology
2.02305E+13,https://data.doremus.org/ontology/,https://data.doremus.org/ontology/img/model.score.png,,Click image for more details,ontology
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BMDEzNDdjYTctNjA4ZS00ZDgzLTkxNmUtMTQwMzUyMmFhMWRhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,7,140,207_.jpg",Oppenheimer,Click image for more details,images
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BMDVhNGJiNTQtMzA2MC00ZGUyLWI5N2EtNGEzOTdiYWIxZjI1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._CR11,10,615,346_QL75_UX500_CR0,0,500,281_.jpg",'Oppenheimer',Click image for more details,images
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BOWY3YTRjYzEtNmMxOS00MjM0LWFhNjMtMTQ2NWZiYjRkZWY2XkEyXkFqcGdeQXVyODQ4Mjc2NDM@._V1_QL75_UX140_CR0,0,140,207_.jpg",Guardians of the Galaxy Vol. 3,Click image for more details,images
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BMDVjNTNmOGItYTQzMy00OTUwLWE3ZGEtZWM5YTAxNzQ4Zjk5XkEyXkFqcGdeQWplZmZscA@@._V1_QL40_QL75_UX500_CR0,0,500,281_.jpg",Do the 'Guardians' Really Even Know One Another?,Click image for more details,images
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BZjAzN2UzNzktNjUyMC00MDhjLTkxNGUtYWRhMzY0MDhiMmNjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",The Meg 2: The Trench,Click image for more details,images
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BNGI1M2ViZTAtMTAyMC00YTJiLTg0ZjMtYTEwYzc5YjYxZmE1XkEyXkFqcGdeQWpnYW1i._V1_QL40_QL75_UX500_CR0,0,500,281_.jpg",'The Meg 2: The Trench',Click image for more details,images
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BNDYwOWUyMDItZTlkZi00YzYxLThlMmMtMzM5Yzk2NjVkZDliXkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_QL75_UX140_CR0,0,140,207_.jpg",5 Things to Watch for the Week of May 8,Click image for more details,images
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BYjlmMWQxMDYtNzRjOS00NWNmLWI2ZmYtM2YyNGI5YzU5ODY2XkEyXkFqcGdeQWplZmZscA@@._V1_QL40_QL75_UX500_CR0,0,500,281_.jpg",5 Things to Watch This Week,Click image for more details,images
2.02305E+13,https://www.imdb.com/,"https://m.media-amazon.com/images/M/MV5BYzljYjVkNmItYzM2Zi00Nzk1LThhYzQtOGU2Y2Q5MmIwNWUwXkEyXkFqcGdeQXVyMTE0NzY5OTk5._V1_QL75_UY207_CR13,0,140,207_.jpg",Cruel Summer,Click image for more details,images
